id,source,date,rating,feedback,sentiment,customer_segment,country
1878,NPS Response,2025-04-19,5,The Slack integration works well for us. Comments sync back both ways.,Positive,SMB,US
1879,G2 Review,2025-10-15,2,android app force closes whenever i try to edit a task. unusable on mobile rn Ugh.,Negative,SMB,India
1880,Google Play Review,2025-11-18,2,Reporting is the weakest part of this tool by far. Fix it and you'd have a winner.,Negative,Startup,Australia
1881,App Store Review,2026-03-31,3,Would rate higher if there were more integrations. Would rate lower if it crashed more. So... middle.,Neutral,Enterprise,UK
1882,Google Play Review,2025-07-26,4,great product!! Highly recommend.,Positive,Startup,Australia
1883,G2 Review,2025-07-14,3,"Decent UX, decent reporting, decent everything. Nothing stands out as great or bad.",Neutral,SMB,US
1884,Support Ticket,2025-11-09,,Critical issue: some team members' avatars are being cached with the wrong user. Privacy concern.,Negative,Startup,India
1885,Google Play Review,2026-03-24,4,The recent AI features are actually useful - auto-summarizing long comment threads saves me 30 mins/day.,Positive,Enterprise,India
1886,App Store Review,2025-10-07,5,been using this for 2 years now and it just keeps getting better. support team is amazing too,Positive,Startup,UK
1887,G2 Review,2025-10-08,5,"simple, powerful, does what we need. 10/10 would recommend to any pm.",Positive,SMB,UK
1888,NPS Response,2025-07-20,5,Love it.,Positive,SMB,UK
1889,G2 Review,2025-11-28,4,"The Slack integration works well for us, but i waited 22 seconds for my portfolio view to load yesterday. i actually counted. something is deeply wrong.",Neutral,Startup,US
1890,NPS Response,2025-07-05,5,NPS promoter here - I've recommended this to at least 5 other companies.,Positive,SMB,US
1891,G2 Review,2026-03-23,2,Notification fatigue is the main reason my team keeps disengaging from the tool.,Negative,SMB,Australia
1892,App Store Review,2025-07-16,2,Cannot mute specific projects. Cannot schedule quiet hours. Cannot filter by priority. Digital noise.,Negative,Enterprise,US
1893,Google Play Review,2025-11-01,5,Our remote team relies on this daily. It's the abckbone of our async culture.,Positive,Enterprise,US
1894,G2 Review,2026-04-03,2,"The UI is fine. Not beautiful, not ugly. Functional.",Neutral,Startup,US
1895,Google Play Review,2026-03-09,5,Best investment we made this year. ROI was obvious within 30 days.,Positive,Enterprise,Australia
1896,Google Play Review,2026-02-24,3,It's fine.,Neutral,SMB,US
1897,Support Ticket,2025-12-26,,Critical issue: some team members' avatars are being cached with the wrong user. Privacy concern.,Negative,Enterprise,UK
1898,G2 Review,2025-05-11,1,Cant believe there's still no waterfall/gantt view. We need it for construction project scheduling.,Negative,SMB,India
1899,Google Play Review,2025-08-19,2,not worth the money Why is there no GitHub integration? Every dev tool has one.,Negative,Startup,UK
1900,Google Play Review,2026-02-26,5,Worth every penny. We've replaced 4 other tools with this one.,Positive,SMB,UK
1901,G2 Review,2025-04-27,5,"love the ui. clean, intuitive, and my non-technical teammates picked it up in a day.",Positive,SMB,Canada
1902,NPS Response,2025-12-14,5,Honestly the best PM tool I've used. Switched from Asana and haven't looked back.,Positive,SMB,US
1903,Google Play Review,2025-11-20,2,Gantt functionality is years behind MS Project or even Smartsheet. Big gap. Zero context on what any of the features do. The tooltips are either missing or useless.,Negative,SMB,US
1904,Support Ticket,2025-12-17,,Our enterprise contract should include the Advanced Reporting add-on but it's not showing as enabled. Please check.,Negative,Enterprise,Australia
1905,Support Ticket,2025-09-29,,Can't figure out how to restore a deleted project. Team deleted by accident. Please help ASAP.,Neutral,Startup,US
1906,G2 Review,2025-09-15,5,Moved our entire engineering org over from Jira and productivity measurably increased. Thank you.,Positive,Enterprise,UK
1907,G2 Review,2025-09-19,5,great product!!,Positive,Startup,India
1908,App Store Review,2025-09-21,3,Reliable for day-to-day work. Advanced use cases require workarounds.,Neutral,Enterprise,Canada
1909,G2 Review,2025-09-14,1,The product is powerful but the learning curve is a cliff. Need better in-app guidance. Adding the ability to multi-select and bul kupdate would save my team hours every week.,Negative,Startup,US
1910,App Store Review,2026-04-07,3,It's okay. We use it because it's what the company picked. Wouldn't have chosen it personally.,Neutral,SMB,US
1911,Support Ticket,2025-05-16,,Permissions bug: guests can see private comments. Potential data leak. Please investigate urgently.,Negative,SMB,Australia
1912,G2 Review,2025-12-01,5,The Slack integration works well for us. Comments sync back both ways.,Positive,Enterprise,UK
1913,G2 Review,2025-08-29,4,Does the basics well. Power user features are hit or miss.,Neutral,Startup,UK
1914,Google Play Review,2026-04-01,2,"No bulk editing. I have to update 200 tasks one by one. This is 2026, what is happening?",Negative,Enterprise,Australia
1915,Google Play Review,2025-12-26,3,does roughly what other tools do. no standout features but no major gaps either,Neutral,SMB,Canada
1916,NPS Response,2025-10-22,2,"Onboarding was a nightmare. No guided tour, no sample data, just a blank workspace and good luck.",Negative,SMB,US
1917,Google Play Review,2026-01-21,2,"Customer support has been fantastic, but the reporting module feels like an afterthought. we need burndown, velocity, forecast - basic pm stuff.",Neutral,Startup,India
1918,G2 Review,2025-08-08,1,I waited 22 seconds for my portfolio view to load yesterday. I actually counted. Something is deeply wrong. Getting close to canceling.,Negative,Startup,India
1919,NPS Response,2025-11-11,2,"great product, but the product is powerful but the learning curve is a cliff. need better in-app guidance.",Neutral,SMB,India
1920,App Store Review,2025-12-09,5,Customer support has been fantastic. Got a response in 20 minutes and the issue was resolved same day.,Positive,SMB,India
1921,G2 Review,2025-04-28,5,Honestly the best PM tool I've used. Switched from Asana and haven't looked back.,Positive,Startup,US
1922,NPS Response,2025-08-18,1,"Dashboards are static, ugly, and don't drill down. We're looking at Tableau as a replacement.",Negative,SMB,US
1923,App Store Review,2025-12-18,4,love love love this tool. my whole startup runs on it,Positive,SMB,India
1924,Support Ticket,2025-09-21,,Multiple users report that @-mentions are not sending notifications. Tested on 5 accounts.,Neutral,Startup,US
1925,G2 Review,2026-04-12,4,This tool has genuinely transformed how our team works. We ship faster and miss fewer deadlines.,Positive,SMB,India
1926,App Store Review,2025-10-06,4,"Dashboards, automations, integrations - it all just works. Really happy customer.",Positive,Startup,US
1927,Support Ticket,2026-04-06,,Please help - I accidentally archived the wrong workspace. Need it restored today.,Negative,SMB,US
1928,G2 Review,2026-03-14,1,no dark mode? in 2026? cmon,Negative,Startup,Australia
1929,Support Ticket,2026-02-03,,Permissions bug: guests can see private comments. Potential data leak. Please investigate urgently.,Negative,SMB,US
1930,G2 Review,2025-06-22,2,"Middle of the pack compared to Asana and Monday. Some things better, some worse. That's my take.",Neutral,SMB,US
1931,Google Play Review,2025-10-08,1,notification settings are all-or-nothing. either i get everything or nothing. there's no middle.,Negative,Enterprise,Australia
1932,NPS Response,2025-07-07,1,Mobile app kept crashing during our onsite. Had to pull out laptop. Embarrassing.,Negative,SMB,Australia
1933,App Store Review,2025-05-12,3,decent tool. has some rough edges but gets the job done,Neutral,Startup,US
1934,App Store Review,2025-07-18,4,"Average tool in a crowded market. You could do worse, you could do better.",Neutral,SMB,India
1935,G2 Review,2025-07-23,1,I get that you need to make money but $40/seat for what's basically a to-do list is steep.,Negative,Startup,US
1936,Google Play Review,2025-08-10,4,This tool has genuinely transformed how our team works. We ship faster and miss fewer deadlines.,Positive,SMB,UK
1937,Google Play Review,2026-01-05,3,decent tool. has some rough edges but gets the job done,Neutral,Enterprise,Australia
1938,Support Ticket,2025-12-22,,Multiple users report that @-mentions are not sending notifications. Tested on 5 accounts.,Neutral,Enterprise,India
1939,Google Play Review,2026-01-13,2,our coo asked for a simple 'completed tasks per team per quarter' report. couldn't do it natively. embarrassing.,Negative,SMB,US
1940,App Store Review,2025-12-28,3,"Great value for small teams, but notification settings are all-or-nothing. either i get everything or nothing. there's no middle.",Neutral,SMB,Australia
1941,App Store Review,2025-07-28,1,Pricing page is intentionally confusing. Feature matrix takes 20 minutes to parse.,Negative,Startup,US
1942,Support Ticket,2026-04-17,,I was charged twice for my subscription this month. Please refund. Invoice #88231.,Neutral,Startup,US
1943,App Store Review,2025-05-09,3,Works fine for basic stuff. Not sure it justifies the price vs. free alternatives. That's my take.,Neutral,SMB,Australia
1944,Support Ticket,2025-10-02,,Need data export for our compliance team. How long does a full workspace export typically take?,Neutral,SMB,UK
1945,App Store Review,2025-12-14,3,It's a tool. I use it. It works mostly. That's about all I can say.,Neutral,SMB,US
1946,App Store Review,2025-09-02,1,Our PMO literally cannot use this tool because there's no proper Gantt. Blocker for enterprise adoption.,Negative,Startup,Australia
1947,App Store Review,2025-11-11,1,"Lost two hours of work when the autosave failed silently. Nice. Timeline view is pretty but useless - can't link tasks, can't show critical path, can't collapse phases.",Negative,Enterprise,Canada
1948,App Store Review,2025-11-05,1,the timeline is basically a bar chart. not a gantt. stop calling it one in your marketing.,Negative,SMB,US
1949,Support Ticket,2026-02-02,,Search returns no results even when I search for exact task names. Index issue?,Negative,Enterprise,US
1950,NPS Response,2026-02-07,1,Pricing page is intentionally confusing. Feature matrix takes 20 minutes to parse.,Negative,Startup,UK
1951,NPS Response,2025-05-01,5,"Dashboards, automations, integrations - it all just worsk. Really happy customer.",Positive,Enterprise,UK
1952,Google Play Review,2026-04-14,2,Missing a proper Salesforce connector is a dealbreaker for us. Our sales team needs context in CRM.,Negative,SMB,UK
1953,Google Play Review,2025-05-30,2,The mobile app crashes every single time I try to attach a file. Reported this 3 months ago. Nothing. Frustrating.,Negative,Enterprise,UK
1954,G2 Review,2026-04-06,1,honestly the performance has gotten worse after the last update. simple page loads feel laggy now,Negative,Startup,US
1955,App Store Review,2025-06-01,1,slack integration is bare bones. can't even create tasks from a message without a clunky form.,Negative,Enterprise,US
1956,Support Ticket,2025-07-20,,Multiple users report that @-mentions are not sending notifications. Tested on 5 accounts.,Negative,Startup,Canada
1957,NPS Response,2026-03-26,2,notification overload is real. i muted the entire app and now i miss important stuff,Negative,Enterprise,US
1958,G2 Review,2026-03-04,1,Can you please invest in the mobile experience? Half our field team uses phones and it barely works.,Negative,Enterprise,US
1959,Google Play Review,2025-09-15,2,The 'Business' tier gates the features you actually need. Feels like a bait and switch.,Negative,Startup,US
1960,App Store Review,2026-04-17,3,"Average tool in a crowded market. You could do worse, you could do better. That's my take.",Neutral,Startup,UK
